Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Nov 13, 2025 3:00 PM;Nov 13, 2025 4:00 PM;65,084.25;65,298.55;214.30;32,803.53
Nov 13, 2025 4:00 PM;Nov 13, 2025 5:00 PM;67,082.17;67,517.16;434.99;37,693.40
Nov 13, 2025 5:00 PM;Nov 13, 2025 6:00 PM;69,234.60;69,242.96;8.36;40,912.70
Nov 13, 2025 6:00 PM;Nov 13, 2025 7:00 PM;69,111.75;69,129.89;18.13;42,029.39
Nov 13, 2025 7:00 PM;Nov 13, 2025 8:00 PM;66,596.09;66,643.01;46.91;42,711.37
Nov 13, 2025 8:00 PM;Nov 13, 2025 9:00 PM;63,210.45;63,319.32;108.87;41,806.81
Nov 13, 2025 9:00 PM;Nov 13, 2025 10:00 PM;59,546.72;59,735.17;188.46;41,156.39
Nov 13, 2025 10:00 PM;Nov 13, 2025 11:00 PM;55,533.03;55,812.08;279.05;40,698.34
Nov 13, 2025 11:00 PM;Nov 14, 2025 12:00 AM;51,244.66;51,662.31;417.65;38,646.49
Nov 14, 2025 12:00 AM;Nov 14, 2025 1:00 AM;47,630.37;48,493.77;863.39;36,958.67
Nov 14, 2025 1:00 AM;Nov 14, 2025 2:00 AM;45,253.99;46,291.15;1,037.16;35,842.16
Nov 14, 2025 2:00 AM;Nov 14, 2025 3:00 AM;44,517.43;46,128.62;1,611.19;35,713.13
Nov 14, 2025 3:00 AM;Nov 14, 2025 4:00 AM;44,872.31;45,786.78;914.47;35,651.11
Nov 14, 2025 4:00 AM;Nov 14, 2025 5:00 AM;45,986.06;46,918.69;932.62;36,728.62
Nov 14, 2025 5:00 AM;Nov 14, 2025 6:00 AM;49,503.73;50,397.66;893.93;39,898.84
Nov 14, 2025 6:00 AM;Nov 14, 2025 7:00 AM;57,570.70;57,628.30;57.60;47,072.21
Nov 14, 2025 7:00 AM;Nov 14, 2025 8:00 AM;62,853.43;62,966.35;112.92;49,905.76
Nov 14, 2025 8:00 AM;Nov 14, 2025 9:00 AM;64,962.96;64,991.83;28.87;46,829.57
Nov 14, 2025 9:00 AM;Nov 14, 2025 10:00 AM;65,052.75;65,071.63;18.88;42,330.59
Nov 14, 2025 10:00 AM;Nov 14, 2025 11:00 AM;65,387.07;65,442.67;55.60;40,346.63
Nov 14, 2025 11:00 AM;Nov 14, 2025 12:00 PM;65,513.07;65,575.29;62.22;39,679.46
Nov 14, 2025 12:00 PM;Nov 14, 2025 1:00 PM;64,927.02;64,949.46;22.44;39,904.46
Nov 14, 2025 1:00 PM;Nov 14, 2025 2:00 PM;63,413.61;63,437.08;23.47;39,903.53
Nov 14, 2025 2:00 PM;Nov 14, 2025 3:00 PM;62,418.06;62,457.02;38.96;41,178.21
Nov 14, 2025 3:00 PM;Nov 14, 2025 4:00 PM;62,707.20;62,783.60;76.40;43,702.50
Nov 14, 2025 4:00 PM;Nov 14, 2025 5:00 PM;64,169.72;64,174.27;4.55;47,657.46
Nov 14, 2025 5:00 PM;Nov 14, 2025 6:00 PM;66,424.81;66,431.92;7.11;50,721.33
Nov 14, 2025 6:00 PM;Nov 14, 2025 7:00 PM;65,868.59;66,109.81;241.22;49,481.37
Nov 14, 2025 7:00 PM;Nov 14, 2025 8:00 PM;63,215.25;63,635.58;420.33;46,558.41
Nov 14, 2025 8:00 PM;Nov 14, 2025 9:00 PM;59,272.02;59,604.96;332.93;42,364.64
Nov 14, 2025 9:00 PM;Nov 14, 2025 10:00 PM;56,264.09;56,964.97;700.88;37,579.85
Nov 14, 2025 10:00 PM;Nov 14, 2025 11:00 PM;53,225.77;54,209.90;984.12;32,953.77
Nov 14, 2025 11:00 PM;Nov 15, 2025 12:00 AM;49,954.86;51,856.38;1,901.53;28,930.98
Nov 15, 2025 12:00 AM;Nov 15, 2025 1:00 AM;47,094.44;49,325.73;2,231.29;26,662.38
Nov 15, 2025 1:00 AM;Nov 15, 2025 2:00 AM;45,313.57;48,171.18;2,857.61;25,144.93
Nov 15, 2025 2:00 AM;Nov 15, 2025 3:00 AM;43,871.29;47,494.50;3,623.20;22,844.68
Nov 15, 2025 3:00 AM;Nov 15, 2025 4:00 AM;42,831.40;47,068.69;4,237.29;20,879.66
Nov 15, 2025 4:00 AM;Nov 15, 2025 5:00 AM;43,648.20;48,304.07;4,655.87;19,754.21
Nov 15, 2025 5:00 AM;Nov 15, 2025 6:00 AM;44,544.02;49,564.04;5,020.03;19,531.00
Nov 15, 2025 6:00 AM;Nov 15, 2025 7:00 AM;47,528.68;52,284.03;4,755.34;21,744.49
Nov 15, 2025 7:00 AM;Nov 15, 2025 8:00 AM;49,926.16;52,828.15;2,901.99;23,119.24
Nov 15, 2025 8:00 AM;Nov 15, 2025 9:00 AM;52,577.68;53,769.69;1,192.01;23,792.82
Nov 15, 2025 9:00 AM;Nov 15, 2025 10:00 AM;55,116.92;56,686.71;1,569.79;23,356.16
Nov 15, 2025 10:00 AM;Nov 15, 2025 11:00 AM;56,737.75;58,267.03;1,529.28;22,152.52
Nov 15, 2025 11:00 AM;Nov 15, 2025 12:00 PM;57,613.83;59,254.50;1,640.67;21,382.08
Nov 15, 2025 12:00 PM;Nov 15, 2025 1:00 PM;56,342.41;57,704.38;1,361.97;20,514.98
Nov 15, 2025 1:00 PM;Nov 15, 2025 2:00 PM;55,072.89;56,096.84;1,023.95;22,261.05
Nov 15, 2025 2:00 PM;Nov 15, 2025 3:00 PM;54,530.01;54,665.97;135.96;26,600.26
Nov 15, 2025 3:00 PM;Nov 15, 2025 4:00 PM;54,695.47;54,709.23;13.77;30,838.25
Nov 15, 2025 4:00 PM;Nov 15, 2025 5:00 PM;56,138.76;56,151.60;12.84;34,716.27
Nov 15, 2025 5:00 PM;Nov 15, 2025 6:00 PM;58,370.42;58,382.96;12.54;36,214.50
Nov 15, 2025 6:00 PM;Nov 15, 2025 7:00 PM;58,469.69;58,674.93;205.24;35,160.20
Nov 15, 2025 7:00 PM;Nov 15, 2025 8:00 PM;55,912.11;56,102.97;190.85;32,707.68
Nov 15, 2025 8:00 PM;Nov 15, 2025 9:00 PM;53,119.07;53,659.17;540.10;30,770.59
Nov 15, 2025 9:00 PM;Nov 15, 2025 10:00 PM;50,188.42;50,521.71;333.29;30,424.30
Nov 15, 2025 10:00 PM;Nov 15, 2025 11:00 PM;48,083.02;48,394.43;311.41;30,516.94
Nov 15, 2025 11:00 PM;Nov 16, 2025 12:00 AM;45,230.37;45,901.20;670.83;30,284.13
Nov 16, 2025 12:00 AM;Nov 16, 2025 1:00 AM;42,837.68;43,011.21;173.53;29,308.67
Nov 16, 2025 1:00 AM;Nov 16, 2025 2:00 AM;40,624.14;41,452.34;828.20;28,200.74
Nov 16, 2025 2:00 AM;Nov 16, 2025 3:00 AM;39,714.41;40,825.40;1,110.99;27,936.30
Nov 16, 2025 3:00 AM;Nov 16, 2025 4:00 AM;39,200.47;40,026.53;826.06;28,467.50
Nov 16, 2025 4:00 AM;Nov 16, 2025 5:00 AM;39,263.24;39,933.91;670.68;28,837.60
Nov 16, 2025 5:00 AM;Nov 16, 2025 6:00 AM;39,814.90;40,232.80;417.91;28,878.96
Nov 16, 2025 6:00 AM;Nov 16, 2025 7:00 AM;40,776.41;42,122.99;1,346.58;29,143.00
Nov 16, 2025 7:00 AM;Nov 16, 2025 8:00 AM;43,136.33;43,925.69;789.35;31,539.11
Nov 16, 2025 8:00 AM;Nov 16, 2025 9:00 AM;46,127.15;46,384.36;257.21;32,886.38
Nov 16, 2025 9:00 AM;Nov 16, 2025 10:00 AM;48,686.64;49,733.57;1,046.92;32,825.15
Nov 16, 2025 10:00 AM;Nov 16, 2025 11:00 AM;50,687.66;50,827.52;139.85;33,936.04
Nov 16, 2025 11:00 AM;Nov 16, 2025 12:00 PM;52,719.77;52,746.84;27.07;35,907.00
Nov 16, 2025 12:00 PM;Nov 16, 2025 1:00 PM;52,691.83;52,709.78;17.95;36,683.68
Nov 16, 2025 1:00 PM;Nov 16, 2025 2:00 PM;51,423.19;51,508.98;85.79;37,918.61
Nov 16, 2025 2:00 PM;Nov 16, 2025 3:00 PM;50,695.78;50,720.10;24.32;40,919.11
Nov 16, 2025 3:00 PM;Nov 16, 2025 4:00 PM;51,100.83;51,118.07;17.25;43,692.18
Nov 16, 2025 4:00 PM;Nov 16, 2025 5:00 PM;53,080.01;53,090.33;10.32;45,667.37
Nov 16, 2025 5:00 PM;Nov 16, 2025 6:00 PM;55,868.21;55,872.84;4.63;47,277.92
Nov 16, 2025 6:00 PM;Nov 16, 2025 7:00 PM;56,070.84;56,075.15;4.31;46,309.33
Nov 16, 2025 7:00 PM;Nov 16, 2025 8:00 PM;54,483.90;54,558.43;74.53;43,175.35
Nov 16, 2025 8:00 PM;Nov 16, 2025 9:00 PM;52,898.13;53,107.48;209.35;39,715.65
Nov 16, 2025 9:00 PM;Nov 16, 2025 10:00 PM;51,203.92;51,403.93;200.01;36,501.41
Nov 16, 2025 10:00 PM;Nov 16, 2025 11:00 PM;49,985.01;50,295.61;310.60;34,649.58
Nov 16, 2025 11:00 PM;Nov 17, 2025 12:00 AM;47,693.76;48,853.69;1,159.93;31,420.37
Nov 17, 2025 12:00 AM;Nov 17, 2025 1:00 AM;45,190.33;47,009.33;1,819.00;28,298.38
Nov 17, 2025 1:00 AM;Nov 17, 2025 2:00 AM;43,225.27;46,933.36;3,708.10;26,191.44
Nov 17, 2025 2:00 AM;Nov 17, 2025 3:00 AM;43,217.33;48,032.12;4,814.79;25,240.76
Nov 17, 2025 3:00 AM;Nov 17, 2025 4:00 AM;44,746.06;50,157.25;5,411.19;24,877.81
Nov 17, 2025 4:00 AM;Nov 17, 2025 5:00 AM;46,530.14;51,886.55;5,356.41;26,605.06
Nov 17, 2025 5:00 AM;Nov 17, 2025 6:00 AM;50,042.21;53,423.91;3,381.70;30,616.82
Nov 17, 2025 6:00 AM;Nov 17, 2025 7:00 AM;59,202.22;59,977.73;775.51;40,445.89
Nov 17, 2025 7:00 AM;Nov 17, 2025 8:00 AM;64,950.17;64,981.60;31.44;46,158.36
Nov 17, 2025 8:00 AM;Nov 17, 2025 9:00 AM;67,889.04;67,893.51;4.47;49,077.33
Nov 17, 2025 9:00 AM;Nov 17, 2025 10:00 AM;68,538.31;68,543.89;5.58;47,313.59
Nov 17, 2025 10:00 AM;Nov 17, 2025 11:00 AM;69,016.27;69,024.08;7.82;44,630.64
Nov 17, 2025 11:00 AM;Nov 17, 2025 12:00 PM;69,826.27;69,931.67;105.40;40,832.20
Nov 17, 2025 12:00 PM;Nov 17, 2025 1:00 PM;69,694.76;70,235.17;540.42;37,847.47
Nov 17, 2025 1:00 PM;Nov 17, 2025 2:00 PM;69,097.99;70,407.59;1,309.60;36,143.59
Nov 17, 2025 2:00 PM;Nov 17, 2025 3:00 PM;68,187.69;69,089.39;901.71;37,426.67
Nov 17, 2025 3:00 PM;Nov 17, 2025 4:00 PM;68,435.91;68,698.77;262.86;42,854.21
Nov 17, 2025 4:00 PM;Nov 17, 2025 5:00 PM;69,706.70;69,836.18;129.48;46,442.38
Nov 17, 2025 5:00 PM;Nov 17, 2025 6:00 PM;72,202.39;72,435.58;233.19;48,558.55
Nov 17, 2025 6:00 PM;Nov 17, 2025 7:00 PM;70,264.81;70,270.92;6.11;46,637.16
Nov 17, 2025 7:00 PM;Nov 17, 2025 8:00 PM;68,680.46;68,686.56;6.11;44,884.13
Nov 17, 2025 8:00 PM;Nov 17, 2025 9:00 PM;66,027.46;66,282.62;255.16;41,159.80
Nov 17, 2025 9:00 PM;Nov 17, 2025 10:00 PM;63,026.76;63,944.53;917.77;37,005.20
Nov 17, 2025 10:00 PM;Nov 17, 2025 11:00 PM;58,404.03;59,626.96;1,222.93;33,950.19
Nov 17, 2025 11:00 PM;Nov 18, 2025 12:00 AM;54,449.77;56,308.33;1,858.55;29,369.51
Nov 18, 2025 12:00 AM;Nov 18, 2025 1:00 AM;51,712.55;54,942.45;3,229.89;25,107.81
Nov 18, 2025 1:00 AM;Nov 18, 2025 2:00 AM;50,518.82;54,796.21;4,277.39;23,843.19
Nov 18, 2025 2:00 AM;Nov 18, 2025 3:00 AM;50,126.86;55,390.22;5,263.36;23,187.62
Nov 18, 2025 3:00 AM;Nov 18, 2025 4:00 AM;50,559.83;56,155.66;5,595.83;23,068.84
Nov 18, 2025 4:00 AM;Nov 18, 2025 5:00 AM;52,093.51;57,391.03;5,297.52;24,127.48
Nov 18, 2025 5:00 AM;Nov 18, 2025 6:00 AM;56,474.38;61,262.95;4,788.57;28,837.07
Nov 18, 2025 6:00 AM;Nov 18, 2025 7:00 AM;64,242.95;65,866.45;1,623.50;36,382.16
Nov 18, 2025 7:00 AM;Nov 18, 2025 8:00 AM;70,233.72;70,280.06;46.34;43,002.52
Nov 18, 2025 8:00 AM;Nov 18, 2025 9:00 AM;72,634.11;72,717.91;83.80;43,128.25
Nov 18, 2025 9:00 AM;Nov 18, 2025 10:00 AM;71,163.64;71,405.98;242.34;39,089.26
Nov 18, 2025 10:00 AM;Nov 18, 2025 11:00 AM;70,823.08;71,693.68;870.59;35,870.07
Nov 18, 2025 11:00 AM;Nov 18, 2025 12:00 PM;70,195.96;71,929.32;1,733.36;33,063.34
Nov 18, 2025 12:00 PM;Nov 18, 2025 1:00 PM;68,953.20;70,837.17;1,883.98;32,224.97
Nov 18, 2025 1:00 PM;Nov 18, 2025 2:00 PM;68,359.42;69,868.37;1,508.94;33,414.18
Nov 18, 2025 2:00 PM;Nov 18, 2025 3:00 PM;67,632.18;68,298.46;666.28;37,592.92
Nov 18, 2025 3:00 PM;Nov 18, 2025 4:00 PM;68,080.39;68,180.96;100.57;43,847.29
Nov 18, 2025 4:00 PM;Nov 18, 2025 5:00 PM;69,555.00;69,560.53;5.53;48,058.66
Nov 18, 2025 5:00 PM;Nov 18, 2025 6:00 PM;71,834.45;71,836.48;2.03;49,729.02
Nov 18, 2025 6:00 PM;Nov 18, 2025 7:00 PM;71,254.87;71,259.63;4.76;47,839.63
Nov 18, 2025 7:00 PM;Nov 18, 2025 8:00 PM;69,282.46;69,291.35;8.90;46,201.56
Nov 18, 2025 8:00 PM;Nov 18, 2025 9:00 PM;65,850.61;65,873.01;22.39;42,736.02
Nov 18, 2025 9:00 PM;Nov 18, 2025 10:00 PM;62,036.45;62,239.68;203.24;39,260.14
Nov 18, 2025 10:00 PM;Nov 18, 2025 11:00 PM;57,755.05;58,561.48;806.43;36,237.13
Nov 18, 2025 11:00 PM;Nov 19, 2025 12:00 AM;54,165.93;56,541.76;2,375.84;32,564.60
Nov 19, 2025 12:00 AM;Nov 19, 2025 1:00 AM;52,276.49;55,190.65;2,914.16;30,789.38
Nov 19, 2025 1:00 AM;Nov 19, 2025 2:00 AM;49,846.09;53,271.47;3,425.38;28,822.94
Nov 19, 2025 2:00 AM;Nov 19, 2025 3:00 AM;49,316.08;54,078.79;4,762.71;28,605.74
Nov 19, 2025 3:00 AM;Nov 19, 2025 4:00 AM;49,295.64;53,929.62;4,633.98;29,421.39
Nov 19, 2025 4:00 AM;Nov 19, 2025 5:00 AM;50,167.04;54,280.00;4,112.96;31,424.17
Nov 19, 2025 5:00 AM;Nov 19, 2025 6:00 AM;53,802.35;56,593.39;2,791.04;35,611.29
Nov 19, 2025 6:00 AM;Nov 19, 2025 7:00 AM;61,555.85;61,974.36;418.51;42,555.43
Nov 19, 2025 7:00 AM;Nov 19, 2025 8:00 AM;67,484.65;67,485.86;1.21;48,316.74
Nov 19, 2025 8:00 AM;Nov 19, 2025 9:00 AM;69,557.56;69,560.68;3.12;47,505.95
Nov 19, 2025 9:00 AM;Nov 19, 2025 10:00 AM;70,107.83;70,139.56;31.73;42,881.12
Nov 19, 2025 10:00 AM;Nov 19, 2025 11:00 AM;69,811.62;70,118.71;307.09;38,733.79
Nov 19, 2025 11:00 AM;Nov 19, 2025 12:00 PM;70,282.97;70,445.76;162.79;38,541.56
Nov 19, 2025 12:00 PM;Nov 19, 2025 1:00 PM;69,050.96;69,181.79;130.82;38,907.46
Nov 19, 2025 1:00 PM;Nov 19, 2025 2:00 PM;68,460.03;68,522.87;62.84;41,181.77
Nov 19, 2025 2:00 PM;Nov 19, 2025 3:00 PM;67,507.20;67,547.94;40.74;44,652.83
Nov 19, 2025 3:00 PM;Nov 19, 2025 4:00 PM;67,997.03;68,000.09;3.06;48,291.07
Nov 19, 2025 4:00 PM;Nov 19, 2025 5:00 PM;69,478.56;69,478.79;0.23;50,143.49
Nov 19, 2025 5:00 PM;Nov 19, 2025 6:00 PM;71,285.68;71,285.85;0.17;51,536.74
Nov 19, 2025 6:00 PM;Nov 19, 2025 7:00 PM;71,391.63;71,478.94;87.30;50,372.36
Nov 19, 2025 7:00 PM;Nov 19, 2025 8:00 PM;69,319.99;69,454.42;134.43;49,124.42
Nov 19, 2025 8:00 PM;Nov 19, 2025 9:00 PM;65,818.27;66,069.30;251.03;45,775.50
Nov 19, 2025 9:00 PM;Nov 19, 2025 10:00 PM;62,444.82;63,702.16;1,257.34;43,082.56
Nov 19, 2025 10:00 PM;Nov 19, 2025 11:00 PM;58,647.60;60,011.72;1,364.12;40,545.20
Nov 19, 2025 11:00 PM;Nov 20, 2025 12:00 AM;54,706.17;58,161.34;3,455.16;36,614.51
Nov 20, 2025 12:00 AM;Nov 20, 2025 1:00 AM;50,587.91;54,940.58;4,352.67;32,681.21
Nov 20, 2025 1:00 AM;Nov 20, 2025 2:00 AM;49,144.21;54,132.28;4,988.07;30,951.27
Nov 20, 2025 2:00 AM;Nov 20, 2025 3:00 AM;48,815.05;54,445.69;5,630.64;30,705.93
Nov 20, 2025 3:00 AM;Nov 20, 2025 4:00 AM;49,058.40;54,682.01;5,623.62;30,997.41
Nov 20, 2025 4:00 AM;Nov 20, 2025 5:00 AM;49,834.87;55,355.18;5,520.31;31,530.38
Nov 20, 2025 5:00 AM;Nov 20, 2025 6:00 AM;53,360.55;57,995.37;4,634.82;34,854.19
Nov 20, 2025 6:00 AM;Nov 20, 2025 7:00 AM;61,301.33;63,346.61;2,045.28;42,811.60
Nov 20, 2025 7:00 AM;Nov 20, 2025 8:00 AM;66,900.55;66,909.40;8.84;49,203.79
Nov 20, 2025 8:00 AM;Nov 20, 2025 9:00 AM;69,477.85;69,482.22;4.37;52,016.52
Nov 20, 2025 9:00 AM;Nov 20, 2025 10:00 AM;69,543.86;69,597.82;53.96;50,856.88
Nov 20, 2025 10:00 AM;Nov 20, 2025 11:00 AM;70,334.73;70,436.32;101.59;49,698.51
Nov 20, 2025 11:00 AM;Nov 20, 2025 12:00 PM;70,550.03;70,664.07;114.04;48,206.11
Nov 20, 2025 12:00 PM;Nov 20, 2025 1:00 PM;70,101.87;70,422.87;321.01;47,451.78
Nov 20, 2025 1:00 PM;Nov 20, 2025 2:00 PM;69,226.94;69,621.79;394.85;47,875.36
Nov 20, 2025 2:00 PM;Nov 20, 2025 3:00 PM;68,645.08;68,953.83;308.75;50,000.92
Nov 20, 2025 3:00 PM;Nov 20, 2025 4:00 PM;68,898.93;69,003.02;104.09;54,456.66
Nov 20, 2025 4:00 PM;Nov 20, 2025 5:00 PM;70,611.38;70,619.47;8.08;57,829.54
Nov 20, 2025 5:00 PM;Nov 20, 2025 6:00 PM;72,888.96;72,893.87;4.90;60,221.70
Nov 20, 2025 6:00 PM;Nov 20, 2025 7:00 PM;72,021.53;72,028.05;6.53;60,242.55
Nov 20, 2025 7:00 PM;Nov 20, 2025 8:00 PM;70,168.17;70,172.67;4.49;59,128.68
Nov 20, 2025 8:00 PM;Nov 20, 2025 9:00 PM;67,163.07;67,167.87;4.81;56,869.56
Nov 20, 2025 9:00 PM;Nov 20, 2025 10:00 PM;64,082.36;64,392.93;310.57;54,039.31
Nov 20, 2025 10:00 PM;Nov 20, 2025 11:00 PM;60,106.44;60,743.50;637.05;51,214.87
Nov 20, 2025 11:00 PM;Nov 21, 2025 12:00 AM;56,797.66;59,004.02;2,206.36;48,328.21
Nov 21, 2025 12:00 AM;Nov 21, 2025 1:00 AM;54,229.89;59,157.99;4,928.10;46,397.16
Nov 21, 2025 1:00 AM;Nov 21, 2025 2:00 AM;52,682.49;58,393.34;5,710.85;45,227.15
Nov 21, 2025 2:00 AM;Nov 21, 2025 3:00 AM;51,782.73;57,609.97;5,827.24;44,867.99
Nov 21, 2025 3:00 AM;Nov 21, 2025 4:00 AM;51,700.86;57,465.42;5,764.57;44,716.37
Nov 21, 2025 4:00 AM;Nov 21, 2025 5:00 AM;53,080.40;58,472.97;5,392.58;46,023.46
Nov 21, 2025 5:00 AM;Nov 21, 2025 6:00 AM;56,202.89;60,311.41;4,108.53;48,464.74
Nov 21, 2025 6:00 AM;Nov 21, 2025 7:00 AM;63,176.56;64,955.28;1,778.71;55,243.48
Nov 21, 2025 7:00 AM;Nov 21, 2025 8:00 AM;68,609.16;68,963.48;354.32;59,182.63
Nov 21, 2025 8:00 AM;Nov 21, 2025 9:00 AM;71,017.82;71,022.23;4.40;60,471.79
Nov 21, 2025 9:00 AM;Nov 21, 2025 10:00 AM;70,591.60;70,599.09;7.49;55,970.77
Nov 21, 2025 10:00 AM;Nov 21, 2025 11:00 AM;70,251.07;70,415.28;164.21;50,756.46
Nov 21, 2025 11:00 AM;Nov 21, 2025 12:00 PM;69,338.36;70,403.70;1,065.34;46,319.14
Nov 21, 2025 12:00 PM;Nov 21, 2025 1:00 PM;68,041.35;69,556.11;1,514.76;44,549.02
Nov 21, 2025 1:00 PM;Nov 21, 2025 2:00 PM;66,003.15;66,256.15;252.99;45,360.87
Nov 21, 2025 2:00 PM;Nov 21, 2025 3:00 PM;64,537.69;64,638.24;100.56;49,897.87
Nov 21, 2025 3:00 PM;Nov 21, 2025 4:00 PM;64,985.09;65,008.29;23.20;57,049.63
Nov 21, 2025 4:00 PM;Nov 21, 2025 5:00 PM;66,587.55;66,590.11;2.56;60,858.69
Nov 21, 2025 5:00 PM;Nov 21, 2025 6:00 PM;68,526.94;68,529.48;2.54;61,333.19
Nov 21, 2025 6:00 PM;Nov 21, 2025 7:00 PM;67,592.26;67,595.26;3.00;59,853.37
Nov 21, 2025 7:00 PM;Nov 21, 2025 8:00 PM;65,625.77;65,653.74;27.97;57,159.09
Nov 21, 2025 8:00 PM;Nov 21, 2025 9:00 PM;62,354.61;62,411.48;56.87;53,453.19
Nov 21, 2025 9:00 PM;Nov 21, 2025 10:00 PM;59,182.52;59,433.49;250.97;49,991.30
Nov 21, 2025 10:00 PM;Nov 21, 2025 11:00 PM;56,665.81;56,827.20;161.39;46,582.79
Nov 21, 2025 11:00 PM;Nov 22, 2025 12:00 AM;53,562.02;53,651.20;89.18;42,485.81
Nov 22, 2025 12:00 AM;Nov 22, 2025 1:00 AM;51,463.70;51,655.59;191.89;39,482.76
Nov 22, 2025 1:00 AM;Nov 22, 2025 2:00 AM;49,896.10;50,595.35;699.25;36,373.38
Nov 22, 2025 2:00 AM;Nov 22, 2025 3:00 AM;49,740.25;50,694.69;954.44;34,857.89
Nov 22, 2025 3:00 AM;Nov 22, 2025 4:00 AM;49,050.44;50,092.76;1,042.31;33,867.04
Nov 22, 2025 4:00 AM;Nov 22, 2025 5:00 AM;49,192.91;50,470.37;1,277.46;33,574.03
Nov 22, 2025 5:00 AM;Nov 22, 2025 6:00 AM;49,554.64;50,164.26;609.63;33,498.42
Nov 22, 2025 6:00 AM;Nov 22, 2025 7:00 AM;51,266.66;51,517.79;251.12;34,720.24
Nov 22, 2025 7:00 AM;Nov 22, 2025 8:00 AM;53,815.23;53,844.16;28.93;36,551.21
Nov 22, 2025 8:00 AM;Nov 22, 2025 9:00 AM;56,960.32;57,004.11;43.80;36,333.28
Nov 22, 2025 9:00 AM;Nov 22, 2025 10:00 AM;59,218.76;59,544.04;325.28;31,841.54
Nov 22, 2025 10:00 AM;Nov 22, 2025 11:00 AM;61,119.29;62,554.58;1,435.29;26,396.21
Nov 22, 2025 11:00 AM;Nov 22, 2025 12:00 PM;60,563.08;63,367.31;2,804.24;21,758.19
Nov 22, 2025 12:00 PM;Nov 22, 2025 1:00 PM;60,009.14;63,956.72;3,947.58;20,637.18
Nov 22, 2025 1:00 PM;Nov 22, 2025 2:00 PM;58,454.68;62,815.31;4,360.63;22,484.90
Nov 22, 2025 2:00 PM;Nov 22, 2025 3:00 PM;57,043.18;59,621.36;2,578.18;28,194.16
Nov 22, 2025 3:00 PM;Nov 22, 2025 4:00 PM;57,587.94;57,800.28;212.34;36,231.66
Nov 22, 2025 4:00 PM;Nov 22, 2025 5:00 PM;60,060.43;60,066.12;5.69;39,856.15
Nov 22, 2025 5:00 PM;Nov 22, 2025 6:00 PM;62,864.89;62,909.17;44.28;40,274.27
Nov 22, 2025 6:00 PM;Nov 22, 2025 7:00 PM;63,240.12;63,340.63;100.51;38,824.41
Nov 22, 2025 7:00 PM;Nov 22, 2025 8:00 PM;62,190.75;62,360.30;169.55;36,163.41
Nov 22, 2025 8:00 PM;Nov 22, 2025 9:00 PM;59,360.99;59,809.95;448.96;32,822.28
Nov 22, 2025 9:00 PM;Nov 22, 2025 10:00 PM;56,788.38;57,104.63;316.24;30,526.74
Nov 22, 2025 10:00 PM;Nov 22, 2025 11:00 PM;55,161.60;55,314.37;152.77;30,193.18
Nov 22, 2025 11:00 PM;Nov 23, 2025 12:00 AM;52,644.23;52,977.16;332.93;27,973.26
Nov 23, 2025 12:00 AM;Nov 23, 2025 1:00 AM;49,249.32;49,772.49;523.17;25,455.11
Nov 23, 2025 1:00 AM;Nov 23, 2025 2:00 AM;47,771.66;48,129.95;358.29;25,183.21
Nov 23, 2025 2:00 AM;Nov 23, 2025 3:00 AM;46,759.68;47,708.36;948.68;23,930.98
Nov 23, 2025 3:00 AM;Nov 23, 2025 4:00 AM;46,400.84;48,155.24;1,754.40;23,161.68
Nov 23, 2025 4:00 AM;Nov 23, 2025 5:00 AM;46,541.57;49,141.31;2,599.74;22,805.70
Nov 23, 2025 5:00 AM;Nov 23, 2025 6:00 AM;46,561.54;50,095.19;3,533.65;22,669.99
Nov 23, 2025 6:00 AM;Nov 23, 2025 7:00 AM;47,566.28;50,985.92;3,419.64;22,096.65
Nov 23, 2025 7:00 AM;Nov 23, 2025 8:00 AM;49,906.96;52,844.45;2,937.49;24,024.35
Nov 23, 2025 8:00 AM;Nov 23, 2025 9:00 AM;53,126.68;55,409.91;2,283.23;23,821.57
Nov 23, 2025 9:00 AM;Nov 23, 2025 10:00 AM;55,146.04;57,835.35;2,689.31;20,720.76
Nov 23, 2025 10:00 AM;Nov 23, 2025 11:00 AM;57,371.22;60,703.69;3,332.47;17,357.80
Nov 23, 2025 11:00 AM;Nov 23, 2025 12:00 PM;58,751.43;63,718.80;4,967.37;15,318.85
Nov 23, 2025 12:00 PM;Nov 23, 2025 1:00 PM;58,176.64;63,510.22;5,333.58;13,742.40
Nov 23, 2025 1:00 PM;Nov 23, 2025 2:00 PM;56,558.40;61,341.21;4,782.81;13,945.04
Nov 23, 2025 2:00 PM;Nov 23, 2025 3:00 PM;55,791.99;57,937.53;2,145.54;18,028.78
Nov 23, 2025 3:00 PM;Nov 23, 2025 4:00 PM;57,817.93;58,143.60;325.67;22,572.22
Nov 23, 2025 4:00 PM;Nov 23, 2025 5:00 PM;60,892.89;61,066.33;173.44;24,248.63
Nov 23, 2025 5:00 PM;Nov 23, 2025 6:00 PM;64,307.66;64,323.46;15.80;25,143.37
Nov 23, 2025 6:00 PM;Nov 23, 2025 7:00 PM;65,478.08;65,489.69;11.61;26,970.93
Nov 23, 2025 7:00 PM;Nov 23, 2025 8:00 PM;63,313.46;63,422.57;109.11;26,354.73
